key,fare_amount
2015-01-27 13:08:24.0000002,10.594051465893358
2015-01-27 13:08:24.0000003,10.727536752767072
2011-10-08 11:53:44.0000002,5.025288508900016
2012-12-01 21:12:12.0000002,8.667620053472087
2012-12-01 21:12:12.0000003,14.715556473952233
2012-12-01 21:12:12.0000005,9.801217514528053
2011-10-06 12:10:20.0000001,5.300240000885416
2011-10-06 12:10:20.0000003,47.258943888682985
2011-10-06 12:10:20.0000002,11.398059314600351
2014-02-18 15:22:20.0000002,5.778919144403284
2014-02-18 15:22:20.0000003,10.594051465893358
2014-02-18 15:22:20.0000001,16.267687632429155
2010-03-29 20:20:32.0000002,5.025288508900016
2010-03-29 20:20:32.0000001,6.962027490200362
2011-10-06 03:59:12.0000002,8.432674778967373
2011-10-06 03:59:12.0000001,12.162692043664812
2012-07-15 16:45:04.0000006,5.025288508900016
2012-07-15 16:45:04.0000002,8.632287652813142
2012-07-15 16:45:04.0000003,5.025288508900016
2012-07-15 16:45:04.0000004,5.025288508900016
2014-10-29 02:09:56.0000001,7.9090566495968515
2014-06-14 13:39:00.00000010,9.113511286199248
2014-06-14 13:39:00.00000060,7.356396366892875
2014-06-14 13:39:00.00000087,9.405627739647379
2014-06-14 13:39:00.00000050,19.02646684795762
2014-06-14 13:39:00.0000003,6.50252729401238
2014-06-14 13:39:00.000000158,39.39081777102098
2014-06-14 13:39:00.00000015,24.565457625316217
2014-06-14 13:39:00.00000073,6.207805631613568
2014-06-14 13:39:00.00000077,16.241041559101685
2014-06-14 13:39:00.000000145,11.241826492142728
2014-06-14 13:39:00.00000079,7.189050619852644
2014-06-14 13:39:00.000000121,5.696200134306014
2014-06-14 13:39:00.00000021,11.843391396432521
2014-06-14 13:39:00.0000005,9.53241881518543
2014-06-14 13:39:00.000000165,8.370113687582888
2014-06-14 13:39:00.000000184,6.506289618736487
2014-06-14 13:39:00.00000059,6.401503256433419
2014-06-14 13:39:00.00000070,8.370113687582888
2014-06-14 13:39:00.00000068,4.877722801863434
2014-06-14 13:39:00.000000133,19.726926685994112
2014-06-14 13:39:00.000000128,11.242372623549592
2014-06-14 13:39:00.000000136,19.711402844280745
2014-06-14 13:39:00.00000017,9.959051433851066
2014-06-14 13:39:00.000000111,5.054897940376968
2014-06-14 13:39:00.000000115,11.93800341676746
2014-06-14 13:39:00.000000168,5.676372844192083
2014-06-14 13:39:00.00000031,6.376617953665624
2014-06-14 13:39:00.000000116,6.412991455130574
2014-06-14 13:39:00.00000051,5.054897940376968
2014-06-14 13:39:00.000000193,12.098812617115419
2014-06-14 13:39:00.000000132,12.7661592228076
2014-06-14 13:39:00.000000167,20.109122271484964
2014-06-14 13:39:00.00000044,5.765593567367936
2014-06-14 13:39:00.000000138,7.35879966407057
2014-06-14 13:39:00.00000066,16.3319241980656
2014-06-14 13:39:00.00000063,12.785478319103788
2014-06-14 13:39:00.000000154,10.18470639221242
2014-06-14 13:39:00.00000097,13.699344436215613
2014-06-14 13:39:00.00000067,13.918345421666112
2014-06-14 13:39:00.000000179,7.35879966407057
2014-06-14 13:39:00.00000092,11.242372623549592
2014-06-14 13:39:00.00000029,5.054897940376968
2014-06-14 13:39:00.000000177,5.1245862793480965
2014-06-14 13:39:00.000000192,8.246746639306883
2014-06-14 13:39:00.000000181,6.9632854700376265
2014-06-14 13:39:00.000000120,11.28437741850276
2014-06-14 13:39:00.0000008,5.704145797877697
2014-06-14 13:39:00.000000103,5.054897940376968
2014-06-14 13:39:00.00000049,18.564440006467336
2014-06-14 13:39:00.000000108,7.349171490680826
2014-06-14 13:39:00.00000072,5.054897940376968
2014-06-14 13:39:00.000000182,11.840962083240143
2014-06-14 13:39:00.00000061,7.3735588137610675
2014-06-14 13:39:00.00000093,10.622132081015106
2014-06-14 13:39:00.000000170,11.840962083240143
2014-06-14 13:39:00.000000147,42.89940089025384
2014-06-14 13:39:00.000000140,5.039714983162721
2014-06-14 13:39:00.000000159,4.877722801863434
2014-06-14 13:39:00.00000012,4.877722801863434
2014-06-14 13:39:00.00000025,6.4314309931465194
2014-06-14 13:39:00.000000156,5.780357081045626
2014-06-14 13:39:00.000000152,8.224410988285072
2014-06-14 13:39:00.000000129,10.534687058023813
2014-06-14 13:39:00.000000119,19.34854921394689
2014-06-14 13:39:00.000000118,6.329755232882815
2014-06-14 13:39:00.00000076,5.054897940376968
2014-06-14 13:39:00.000000135,7.35879966407057
2014-06-14 13:39:00.00000023,17.73797921652169
2014-06-14 13:39:00.00000082,11.242372623549592
2014-06-14 13:39:00.000000125,11.251093681160578
2014-06-14 13:39:00.00000075,9.617068450541513
2014-06-14 13:39:00.000000124,7.349171490680826
2014-06-14 13:39:00.000000172,7.330933311976519
2014-06-14 13:39:00.00000024,15.275852472729362
2014-06-14 13:39:00.000000169,15.390586487173207
2014-06-14 13:39:00.00000052,11.907996730426621
2014-06-14 13:39:00.000000161,13.918345421666112
2014-06-14 13:39:00.00000038,7.3735588137610675
2014-06-14 13:39:00.00000035,11.251093681160578
2014-06-14 13:39:00.00000053,11.531983328268359
2014-06-14 13:39:00.000000183,7.341660075015102
2014-06-14 13:39:00.000000131,55.67297916251116
2014-06-14 13:39:00.000000180,7.363930640371323
2014-06-14 13:39:00.000000130,10.976409667570538
2014-06-14 13:39:00.00000032,4.877722801863434
2014-06-14 13:39:00.000000148,11.438490624424034
2014-06-14 13:39:00.0000007,10.500571086360829
2014-06-14 13:39:00.00000095,11.93800341676746
2014-06-14 13:39:00.000000144,38.23069894213367
2014-06-14 13:39:00.000000141,32.43583867308891
2014-06-14 13:39:00.000000162,19.711402844280745
2014-06-14 13:39:00.00000018,11.477002291068468
2014-06-14 13:39:00.00000054,9.950117628076232
2014-06-14 13:39:00.00000040,6.675293986307713
2014-06-14 13:39:00.00000096,7.569445527097165
2014-06-14 13:39:00.00000055,27.121934278555283
2014-06-14 13:39:00.000000109,11.291800590173416
2014-06-14 13:39:00.000000151,7.431202964372424
2014-06-14 13:39:00.00000016,11.064650861749337
2014-06-14 13:39:00.00000062,10.769934071936337
2014-06-14 13:39:00.000000191,8.845610611985405
2014-06-14 13:39:00.00000034,8.521265838543025
2014-06-14 13:39:00.000000160,6.484087755996434
2014-06-14 13:39:00.00000013,7.366272918964244
2014-06-14 13:39:00.000000188,5.054897940376968
2014-06-14 13:39:00.00000086,8.380527036901958
2014-06-14 13:39:00.000000185,12.070607738798309
2014-06-14 13:39:00.00000074,8.390555013609394
2014-06-14 13:39:00.00000022,18.886513643352043
2014-06-14 13:39:00.00000036,5.664549416506211
2014-06-14 13:39:00.000000126,4.877722801863434
2014-06-14 13:39:00.000000190,7.264705877035448
2014-06-14 13:39:00.00000042,7.349171490680826
2014-06-14 13:39:00.000000178,7.35879966407057
2014-06-14 13:39:00.000000163,5.054897940376968
2014-06-14 13:39:00.00000020,12.704294993393743
2014-06-14 13:39:00.00000098,6.47259955729928
2014-06-14 13:39:00.000000114,19.905859665480506
2014-06-14 13:39:00.00000045,9.465022379266872
2014-06-14 13:39:00.00000094,5.014254078808943
2014-06-14 13:39:00.000000146,9.92207902478479
2014-06-14 13:39:00.00000033,9.60173578782455
2014-06-14 13:39:00.000000143,5.1245862793480965
2014-06-14 13:39:00.000000107,6.50252729401238
2014-06-14 13:39:00.00000048,9.950117628076232
2014-06-14 13:39:00.00000043,11.290451799031944
2014-06-14 13:39:00.000000123,9.950117628076232
2014-06-14 13:39:00.000000134,8.484619372768742
2014-06-14 13:39:00.000000142,6.47259955729928
2014-06-14 13:39:00.000000122,11.852278351644902
2014-06-14 13:39:00.000000176,9.932514679705092
2011-12-12 09:42:12.0000004,6.256403893242439
2011-12-12 09:42:12.0000002,4.893397160343769
2011-12-12 09:42:12.0000001,11.499830658944838
2011-12-12 09:42:12.0000003,7.782690012382834
2011-12-12 09:42:12.0000005,7.755513216554871
2013-06-27 00:20:40.0000001,19.956047365501565
2013-06-27 00:20:40.0000003,11.137060022953552
2009-02-20 13:34:16.0000001,8.265024142426267
2009-02-20 13:34:16.0000002,12.607712236955786
2009-02-20 13:34:16.0000003,6.24804767174498
2010-08-22 21:14:08.0000001,30.713154263472685
2010-08-22 21:14:08.0000005,15.98095877161433
2010-08-22 21:14:08.0000003,5.025288508900016
2010-08-22 21:14:08.0000002,8.812640600033161
2012-08-06 08:58:08.0000002,5.025288508900016
2012-08-06 08:58:08.0000001,16.57513486474822
2013-11-04 08:34:12.0000003,5.60408204188622
